Christian Elliott,Assault,2018-08-01,Utah
Jessica Turner,Grand Theft Auto,2021-03-08,Kansas
Cindy Munoz,Assault,2019-03-01,California
Crystal Doyle,Arson,2018-08-09,Minnesota
Phillip Barry,Drug Possession,2019-08-11,Colorado
Lawrence Lee,Burglary,2022-04-12,Texas
William Blevins,Vandalism,2023-02-23,Connecticut
Timothy Perez,Drug Possession,2020-10-11,Montana
John Lawrence,Vandalism,2018-08-02,Mississippi
Theresa Jones,Identity Theft,2021-01-22,Idaho
Jose Tanner,Vandalism,2018-12-27,Hawaii
Eduardo Collins,Vandalism,2022-06-26,Missouri
Benjamin Chen,Kidnapping,2019-05-16,Rhode Island
Brendan Lewis,Kidnapping,2021-11-17,Wyoming
Lisa Boone,Arson,2019-01-13,New York
Susan Hall,Kidnapping,2022-03-18,South Dakota
Linda Martinez,Drug Possession,2020-04-08,Georgia
Andrew Robertson,Forgery,2022-03-26,Arkansas
Luis Novak,Drug Possession,2019-08-17,Hawaii
John Krause,Robbery,2023-06-14,Tennessee
Cynthia Holden,Burglary,2022-08-29,Texas
Jessica Williams,Assault,2021-07-03,South Carolina
Anthony Gilmore,Vandalism,2020-11-11,Florida
Margaret Dorsey,Burglary,2022-07-23,Vermont
Justin Ortiz,Grand Theft Auto,2022-10-06,Minnesota
Martha Hamilton,Arson,2022-01-12,Virginia
Gary Price,Arson,2020-12-18,Illinois
Courtney Vargas,Drug Possession,2021-08-11,Texas
Hannah Richardson,Fraud,2019-07-25,Idaho
Jacob Obrien,Kidnapping,2019-01-01,North Dakota
Chad Hamilton,Embezzlement,2018-10-17,Connecticut
David Dixon,Kidnapping,2023-01-02,Ohio
Jeffrey Carter,Kidnapping,2019-03-19,Michigan
Christian Schwartz,Arson,2021-06-05,Vermont
Angel Thomas,Homicide,2019-04-10,Utah
Karen Gonzalez,Fraud,2019-11-28,Maine
Wendy Hanson,Embezzlement,2022-02-20,Virginia
Peter Alvarez,Grand Theft Auto,2021-08-02,North Dakota
Gina Watson,Burglary,2019-08-10,Oklahoma
Jordan Small,Kidnapping,2021-01-30,Connecticut
Mr. Christopher Diaz,Arson,2023-02-26,Louisiana
Kathleen Hunter,Embezzlement,2020-09-29,Georgia
Kathleen Morris,Burglary,2021-03-19,South Dakota
Victoria Moore,Homicide,2019-04-18,New Hampshire
Judith Romero,Fraud,2018-10-20,North Dakota
Heather Carpenter,Grand Theft Auto,2020-07-26,Washington
Meghan Weber,Vandalism,2020-01-05,Pennsylvania
Tyler Davis,Robbery,2023-06-23,Mississippi
Ashley Espinoza,Grand Theft Auto,2022-04-28,Wyoming
Lauren Wood,Grand Theft Auto,2021-02-16,Washington
Harold Marshall,Homicide,2019-04-06,Idaho
Jerry Garcia,Embezzlement,2019-12-23,Washington
Monica Hess,Forgery,2018-10-21,Ohio
Tommy Jacobs,Homicide,2022-06-26,Utah
Shawn Schwartz,Forgery,2023-07-18,Missouri
Mr. Lance Hanson Jr.,Embezzlement,2023-04-21,West Virginia
Melissa Sanchez,Homicide,2018-08-29,Missouri
David Espinoza,Burglary,2023-04-23,Arizona
Robert Moore,Arson,2019-08-23,Georgia
Robert Robles,Vandalism,2020-01-29,Wisconsin
Kayla Hale,Burglary,2021-09-18,Vermont
Becky Soto,Fraud,2020-08-16,Vermont
Samantha White,Assault,2021-05-23,Tennessee
Edward Jackson,Embezzlement,2018-11-19,Kentucky
Felicia Payne,Assault,2021-09-27,Arkansas
Jennifer Gonzalez,Fraud,2020-02-29,Oregon
Thomas Cunningham,Embezzlement,2021-11-08,Mississippi
Phillip Smith,Kidnapping,2020-12-13,Colorado
Rodney Baker,Homicide,2022-02-15,Nevada
Matthew Diaz,Drug Possession,2022-08-22,Kansas
Diane Nguyen,Identity Theft,2020-02-21,Kentucky
Gregory Mejia,Vandalism,2021-10-12,South Dakota
Morgan Bennett,Grand Theft Auto,2019-01-11,California
Matthew Bailey,Robbery,2023-07-13,Oregon
Matthew Thomas,Identity Theft,2022-02-22,Pennsylvania
Matthew Johnson,Kidnapping,2019-01-25,Arkansas
Rachael Nguyen,Forgery,2019-12-17,Arizona
Madison Booker,Embezzlement,2021-02-22,Wisconsin
Jenna Evans,Fraud,2019-04-28,California
Jared Thompson,Burglary,2018-12-14,Idaho
Kari Torres,Homicide,2022-06-29,Oklahoma
Jose Russell,Forgery,2020-10-05,South Carolina
Scott Watson,Identity Theft,2020-03-02,Minnesota
Ashley Robinson,Robbery,2020-09-10,Delaware
Clayton Mcdaniel,Vandalism,2019-09-23,Delaware
Jesse Adams,Grand Theft Auto,2019-07-03,Missouri
Katie Wallace,Robbery,2020-02-25,Virginia
Sara Watts,Arson,2018-11-09,Tennessee
Thomas Wright,Burglary,2021-04-27,Alabama
Tracy Carroll,Homicide,2018-09-11,New Jersey
Sheri Wilson,Kidnapping,2019-10-20,Alabama
David Ramirez,Embezzlement,2023-01-09,Nevada
Jason Hubbard,Homicide,2023-05-11,Connecticut
Kathryn Garcia,Homicide,2020-11-11,Louisiana
Mrs. Dawn Smith,Robbery,2021-11-02,Virginia
Jane Day,Burglary,2022-02-02,Oregon
Michael Fischer,Drug Possession,2021-01-16,Alaska
Zachary Walker,Embezzlement,2019-02-07,New Hampshire
Michelle Stewart,Grand Theft Auto,2020-10-14,West Virginia
Bobby Ryan,Forgery,2021-10-05,Indiana
Richard Johnson,Fraud,2018-10-11,Pennsylvania
Benjamin Mitchell,Homicide,2021-10-05,Montana
Stephanie Romero,Forgery,2019-04-07,Alaska
David Lewis,Robbery,2021-09-04,Mississippi
Dr. Russell Paul III,Fraud,2018-12-20,Indiana
Madeline Hansen PhD,Kidnapping,2021-08-31,Colorado
Craig Kelly,Homicide,2020-09-09,Ohio
Ashley Patterson,Arson,2019-05-30,Hawaii
Daisy Burke,Robbery,2023-01-16,Mississippi
Christopher Hogan,Robbery,2022-08-28,Arizona
Marc Patel,Burglary,2021-12-11,Mississippi
Alexandra Potts,Assault,2022-07-21,Indiana
Robin Madden,Fraud,2020-09-21,South Carolina
Christina Chavez,Fraud,2020-01-25,Kansas
Bruce Calderon,Homicide,2023-07-05,New Mexico
Rebecca Clark,Drug Possession,2020-01-24,Kansas
William Rivas,Embezzlement,2019-06-27,Kentucky
Dr. Taylor Garcia MD,Vandalism,2019-04-01,Tennessee
Mr. Gregory Ellis,Kidnapping,2022-09-25,Arkansas
Kayla Ayala,Drug Possession,2022-03-09,Rhode Island
Audrey Roberts,Fraud,2023-03-03,South Dakota
Sarah Davis,Fraud,2019-06-26,Maine
Scott Thomas,Burglary,2020-09-27,Louisiana
Karen Fernandez,Identity Theft,2023-06-06,Alaska
Eric Nguyen,Robbery,2021-09-02,Iowa
Shelly Brown,Embezzlement,2018-08-03,Tennessee
Ricky Hanson,Robbery,2020-03-15,Washington
Mark Lewis,Forgery,2021-08-11,Colorado
Eric Pena,Drug Possession,2021-09-01,Maryland
Angela Baker,Embezzlement,2023-02-02,Tennessee
Joseph Watson,Robbery,2019-10-31,Kentucky
Roy Beltran,Grand Theft Auto,2023-04-26,Mississippi
Laura Horn,Vandalism,2018-10-24,Louisiana
Taylor Nguyen,Homicide,2022-12-17,Missouri
Patricia Carr,Embezzlement,2022-06-14,Delaware
Barbara Powell,Drug Possession,2019-08-25,Oklahoma
Christine Smith,Homicide,2020-04-29,California
John Horn,Burglary,2020-01-18,Connecticut
Darren Miller,Vandalism,2022-01-06,North Carolina
Jessica Wilson,Burglary,2021-07-31,Maine
Brandon Brown,Burglary,2018-12-04,South Dakota
Jasmine Pennington,Robbery,2019-06-28,Alaska
Karen Freeman,Arson,2020-08-16,North Dakota
Katelyn Miller,Kidnapping,2018-08-12,Mississippi
Morgan Moss,Embezzlement,2019-12-24,Wisconsin
William Arnold,Identity Theft,2018-08-06,Oregon
Ricardo Reynolds,Assault,2021-02-04,Oregon
Robert Hart,Kidnapping,2018-09-03,Vermont
Steven Goodman,Robbery,2019-04-05,New Mexico
Rita Mcdowell,Vandalism,2021-06-18,Oregon
Peter Roach,Grand Theft Auto,2023-03-23,Wisconsin
Julia Robinson DVM,Vandalism,2022-09-09,Massachusetts
Andrew Clark,Robbery,2023-04-22,Wisconsin
Andrew Clark,Identity Theft,2021-11-20,California
Drew Barber,Homicide,2020-02-12,Tennessee
Charles Griffin,Homicide,2018-08-08,Louisiana
Adam Gross,Identity Theft,2019-09-13,Wisconsin
Heather Young,Identity Theft,2021-02-19,Vermont
Gabrielle Wilson,Assault,2021-01-10,California
Stephanie Pittman,Fraud,2021-04-26,Wisconsin
George Hill,Arson,2021-10-24,Pennsylvania
Lauren Bowen,Vandalism,2022-09-02,Pennsylvania
Randy Martinez,Burglary,2023-01-17,Vermont
Cody Smith,Vandalism,2021-09-20,Colorado
Lisa Nelson,Kidnapping,2019-07-18,Montana
Nicholas Romero,Homicide,2021-12-14,Nebraska
Eric Collins,Robbery,2019-09-16,South Dakota
Daniel King,Drug Possession,2020-01-19,Connecticut
Mrs. Kara Mason,Embezzlement,2020-03-04,Texas
Debbie Brown,Fraud,2019-03-06,California
Gina Leblanc,Burglary,2019-05-07,Iowa
Sabrina Rojas,Assault,2023-01-09,North Carolina
Cheyenne Kerr,Grand Theft Auto,2022-04-06,Nevada
Jillian Bradley,Vandalism,2018-10-24,Indiana
Colleen Krause,Vandalism,2020-11-04,Idaho
Adam Nunez,Forgery,2020-11-12,Alabama
Noah Barnes,Burglary,2019-05-05,Oklahoma
Elizabeth Nelson,Homicide,2018-10-24,Oregon
Randy Hernandez,Forgery,2022-05-20,Georgia
Amanda Bishop,Homicide,2022-06-30,Colorado
Paul Kirk,Homicide,2021-11-16,Idaho
Donald Yoder,Vandalism,2020-11-25,Maine
Kelly Elliott,Grand Theft Auto,2019-01-26,Ohio
Joel Ball,Burglary,2023-04-17,New Hampshire
Michelle Flores,Drug Possession,2019-01-24,Nebraska
Kelly Glover,Arson,2020-04-10,California
Andrea Cardenas,Forgery,2020-01-02,Kansas
Leslie Casey,Robbery,2020-10-13,Massachusetts
Jennifer King,Identity Theft,2021-05-27,California
Elaine Gillespie,Kidnapping,2021-04-07,Florida
James Johns,Vandalism,2019-10-12,Montana
Monica Barry,Forgery,2022-03-03,Wisconsin
Erica Hunt,Embezzlement,2021-03-08,South Carolina
Tracey Clark,Arson,2021-04-07,Maine
David Khan,Vandalism,2020-09-24,Maryland
Cindy Evans,Burglary,2020-05-18,Mississippi
Jessica Douglas,Burglary,2020-02-14,New York
Roger Davis,Drug Possession,2021-01-04,Hawaii
Donald Roberts,Vandalism,2020-06-23,Michigan
Maria Rhodes,Kidnapping,2020-11-26,Connecticut
Kimberly Gonzales,Drug Possession,2023-06-21,Hawaii
Kyle Clark,Drug Possession,2022-10-18,Minnesota
Kimberly Branch,Robbery,2019-11-27,Virginia
Angela Alvarado,Burglary,2018-12-10,Indiana
Lorraine Arellano,Grand Theft Auto,2020-07-10,Montana
James Bell,Identity Theft,2021-06-04,Utah
Michael Perez,Homicide,2022-10-27,Kansas
Doris Reynolds,Kidnapping,2022-01-18,Texas
Linda Moore,Identity Theft,2018-09-29,Vermont
Crystal Booth,Fraud,2020-11-07,Idaho
Kimberly Phillips,Kidnapping,2020-11-23,Indiana
Jon Long,Drug Possession,2023-02-24,Montana
Savannah Berry,Burglary,2020-06-29,Pennsylvania
Charles Jones,Grand Theft Auto,2018-09-21,Wyoming
Gregory Cowan,Drug Possession,2020-06-18,Wisconsin
Adam Taylor,Grand Theft Auto,2019-08-20,Montana
Nicole Reyes,Homicide,2018-10-23,Rhode Island
Emily Perry,Assault,2023-01-21,Florida
John Allen DDS,Drug Possession,2020-02-21,New York
Willie Clark,Fraud,2020-09-05,Colorado
Jamie Ray,Homicide,2021-06-25,Minnesota
Randall Haas,Drug Possession,2018-12-15,Maine
Allen Snyder,Arson,2019-04-27,Arkansas
Frank Morgan,Vandalism,2018-09-11,Iowa
Alyssa Johnson,Fraud,2021-12-15,Wisconsin
Jonathan Huang,Embezzlement,2022-09-09,Michigan
Kimberly Martin,Kidnapping,2022-10-03,Wisconsin
Amy Watson,Burglary,2020-03-22,Wyoming
Eduardo Hoffman,Assault,2023-06-10,Hawaii
Brianna Jacobs,Arson,2023-06-05,Kentucky
Edward Houston,Embezzlement,2020-03-05,South Dakota
Brandon Martinez,Assault,2023-05-19,Massachusetts
Melvin Diaz,Fraud,2023-05-20,Massachusetts
Heather Cooper,Grand Theft Auto,2020-03-09,Pennsylvania
Michael Martin,Fraud,2021-02-09,Georgia
Jessica Hancock,Identity Theft,2023-05-03,Vermont
Sandra Robinson,Drug Possession,2019-09-23,Georgia
Laura Williams,Fraud,2021-03-25,Kansas
Edward Wyatt,Fraud,2022-02-05,Connecticut
Alexander Jarvis,Arson,2019-11-19,Minnesota
Anna Casey,Robbery,2021-04-09,Mississippi
Troy Ford MD,Assault,2020-05-09,Alaska
David Alvarado,Assault,2022-11-05,Wisconsin
Kristopher Caldwell,Homicide,2020-11-27,North Carolina
Jessica Brooks,Robbery,2021-12-09,Washington
Krista Reed,Drug Possession,2023-07-19,Iowa
Angela Wise,Embezzlement,2022-10-20,New Jersey
Troy Stanley,Identity Theft,2022-02-08,Utah
Nicole Evans,Burglary,2020-02-15,Arizona
Kyle Pope,Drug Possession,2021-04-10,Wisconsin
Ashley Morgan,Arson,2020-08-22,New Hampshire
Tommy Leonard,Kidnapping,2021-11-05,Delaware
David Oliver,Vandalism,2018-11-15,Illinois
Natalie Hill,Assault,2019-07-10,Indiana
Michael James,Burglary,2020-10-17,Pennsylvania
Dylan Ford,Assault,2019-07-17,Oregon
Travis Brown,Assault,2021-04-09,Idaho
Dave Velasquez,Assault,2023-07-12,Missouri
Joshua Smith,Homicide,2018-10-22,Wyoming
Vicki Glenn,Vandalism,2022-10-19,Nebraska
Seth Mason,Arson,2020-03-20,North Dakota
Bethany Brewer,Kidnapping,2018-08-18,Rhode Island
Stephanie Martinez,Embezzlement,2020-08-12,Minnesota
Zachary Dorsey,Embezzlement,2021-09-29,Ohio
Michael Bennett,Vandalism,2018-11-29,Wyoming
Aaron Wilson,Burglary,2018-07-30,Wyoming
Nicholas Gamble,Arson,2019-01-27,West Virginia
Jennifer Ellis,Vandalism,2018-08-13,Delaware
James Murphy,Identity Theft,2020-08-29,Illinois
Frank Velasquez,Grand Theft Auto,2022-10-30,Iowa
Felicia Davis,Homicide,2022-06-02,West Virginia
Colton Evans,Robbery,2018-09-10,Maryland
Ryan Grant,Kidnapping,2018-11-04,Texas
Rita Bishop,Drug Possession,2020-02-07,Virginia
Brian Morris,Vandalism,2019-11-25,New Hampshire
Stacy Roberson,Vandalism,2021-02-09,Alabama
David Moran,Embezzlement,2022-03-22,West Virginia
Rachel Phillips,Embezzlement,2021-05-24,Ohio
Linda James,Burglary,2020-03-05,Tennessee
Jacqueline Sawyer,Assault,2018-10-25,Maine
Rebecca Jackson,Embezzlement,2022-06-27,Nebraska
Kathy Hunt,Vandalism,2020-05-23,Iowa
Jaime Torres,Identity Theft,2018-12-18,Arkansas
Sandra Hernandez,Arson,2020-09-08,Indiana
Alexander Price,Burglary,2019-11-19,Virginia
Melissa Knight,Assault,2019-11-05,New Mexico
Megan Perez,Robbery,2019-06-15,South Carolina
Mitchell Green,Kidnapping,2021-08-04,Colorado
Robert Martin,Robbery,2019-05-11,New Hampshire
Connie Morales,Homicide,2020-04-06,Iowa
Brandon Walter Jr.,Robbery,2019-11-13,Virginia
Jonathan Rodriguez,Forgery,2021-03-27,Texas
Melissa Simon,Homicide,2021-06-29,Wyoming
Theresa Peterson,Fraud,2021-03-16,Alabama
Alicia Patterson,Robbery,2023-04-25,Nevada
Cody Rodriguez,Grand Theft Auto,2020-07-14,Oklahoma
David Murray,Embezzlement,2018-10-13,Colorado
Thomas Campbell,Embezzlement,2022-05-28,Oklahoma
Andrew Wilson,Identity Theft,2019-09-26,Hawaii
Denise Pierce,Homicide,2022-04-23,Michigan
Anthony Bautista,Assault,2021-02-26,Alabama
Lisa Chang,Burglary,2022-10-06,California
Logan Bush,Forgery,2019-07-11,Maryland
Amanda Ibarra,Grand Theft Auto,2022-02-05,Massachusetts
Cassandra Horn,Grand Theft Auto,2019-01-10,Vermont
Lynn Conley,Assault,2020-12-23,Tennessee
Mark Ramirez Jr.,Robbery,2023-02-10,Alabama
Mary Martinez DDS,Burglary,2021-12-20,Texas
Brandon Nelson,Arson,2019-10-24,Montana
Tyler Hobbs,Forgery,2022-02-28,New Jersey
Thomas Rich,Drug Possession,2021-05-15,Oklahoma
Joseph Edwards,Grand Theft Auto,2019-12-27,Massachusetts
Lynn Lambert,Forgery,2020-10-05,Virginia
Tammy Taylor,Vandalism,2020-04-17,Indiana
Tiffany Case,Forgery,2019-09-02,Delaware
Jack Estrada,Drug Possession,2022-11-01,South Dakota
Rebecca Thompson,Assault,2019-07-11,Tennessee
Evan Wilson,Forgery,2022-10-11,Hawaii
Barbara Smith,Embezzlement,2021-11-02,South Dakota
Jennifer Ortiz,Fraud,2021-11-26,New Mexico
Courtney Nguyen,Grand Theft Auto,2018-12-17,Alaska
Leslie Gallagher,Arson,2021-03-02,Kentucky
Stacie Alexander,Drug Possession,2022-06-16,North Dakota
Jason Schmidt,Forgery,2023-05-10,Louisiana
Joshua Rodriguez,Burglary,2023-01-15,Missouri
Marvin Tucker,Grand Theft Auto,2019-12-30,Missouri
Sarah Bennett,Identity Theft,2019-01-21,Arizona
Bobby Grant,Robbery,2022-02-10,Arizona
Matthew Rice,Identity Theft,2019-02-19,Nevada
Samuel Parks,Identity Theft,2020-03-05,Minnesota
Carolyn Shannon,Identity Theft,2019-12-24,Minnesota
Ronald Smith,Arson,2019-02-01,Delaware
Troy Ruiz,Identity Theft,2021-04-09,South Carolina
Deanna Montes,Arson,2019-09-10,South Carolina
James Schroeder,Kidnapping,2020-06-22,Mississippi
Lisa Pope,Grand Theft Auto,2022-09-21,Mississippi
Richard Duarte,Embezzlement,2020-12-13,Indiana
Jennifer Henderson,Robbery,2020-10-05,Massachusetts
Dr. Deanna Lawson,Identity Theft,2019-05-28,Maryland
Vanessa Knight,Drug Possession,2020-07-02,Oregon
Jonathan Simmons,Fraud,2020-11-21,Maine
William Christian,Vandalism,2022-05-20,Virginia
Scott Luna,Grand Theft Auto,2022-03-23,Iowa
Amy Irwin,Kidnapping,2023-07-02,Connecticut
Jennifer Rodriguez,Grand Theft Auto,2022-12-17,Michigan
Natasha Diaz,Fraud,2019-05-20,Alaska
Christopher Armstrong,Assault,2019-05-22,Kentucky
Stephen Underwood,Drug Possession,2018-08-03,Tennessee
Joseph Blanchard,Forgery,2018-09-21,Kentucky
Andrew Young,Forgery,2020-08-22,Colorado
Christopher Shaw,Arson,2021-07-25,Oklahoma
James Johnson,Robbery,2020-12-21,Texas
Adam Benton,Robbery,2021-02-12,Connecticut
Matthew Garcia,Homicide,2019-01-13,Nevada
Kelly Miller,Burglary,2019-02-06,Delaware
David Barker,Assault,2023-02-07,South Carolina
Kelly Good,Forgery,2023-01-31,Minnesota
Randy Allen,Forgery,2021-02-27,Oklahoma
Jessica Weaver,Drug Possession,2022-01-15,Wyoming
Michael Patterson,Vandalism,2019-02-19,Montana
Peter Carlson,Identity Theft,2022-01-22,Wyoming
Anna Anderson MD,Drug Possession,2020-05-22,Montana
Lori Ramsey,Forgery,2022-12-11,Washington
Steven Jimenez,Arson,2019-11-22,Texas
Cynthia Brown,Arson,2021-12-27,Arizona
Latasha Parker,Vandalism,2021-01-19,Rhode Island
Tanya Morrison,Grand Theft Auto,2022-05-17,South Carolina
John Hopkins,Assault,2020-01-02,Kansas
Natalie Smith,Drug Possession,2022-04-01,Connecticut
Victoria Singleton,Identity Theft,2019-06-23,Arkansas
Joshua Johnson,Forgery,2021-05-17,Tennessee
Gregory Howe,Fraud,2022-08-07,North Dakota
Laura House,Drug Possession,2023-07-04,Rhode Island
Nicholas Richardson,Embezzlement,2019-09-04,Michigan
Taylor Baker,Burglary,2021-07-31,Vermont
Chad Cervantes,Identity Theft,2022-12-05,Montana
Christopher Collins,Robbery,2019-03-21,Connecticut
Eric Morgan,Robbery,2020-11-26,Nebraska
Tiffany Lara,Embezzlement,2020-02-13,Wisconsin
Erik Morrison,Kidnapping,2018-12-19,Pennsylvania
Jody Chang,Robbery,2018-08-14,Louisiana
Jessica Jones,Burglary,2019-07-27,Iowa
Richard Sanchez,Arson,2020-06-04,Maine
Ryan Sanchez,Arson,2020-06-19,Connecticut
Casey Fowler,Drug Possession,2023-07-26,North Dakota
Darrell Clay,Embezzlement,2018-12-06,Oregon
Kari Pope,Robbery,2018-12-26,Florida
Mr. Micheal Lopez,Drug Possession,2021-12-28,Maine
Kyle Hernandez,Robbery,2018-08-21,Minnesota
Cory Brown,Fraud,2021-01-21,Alaska
Tiffany Wells,Drug Possession,2019-06-21,Washington
Brittany Nelson,Vandalism,2020-10-30,New Jersey
Phillip Jones,Robbery,2022-10-27,California
Donald Scott,Burglary,2019-07-02,Illinois
Jamie Morales,Drug Possession,2019-10-28,California
Kristen Evans,Fraud,2020-07-01,Indiana
Michael Moyer,Kidnapping,2023-04-05,Kentucky
Krystal Wright,Embezzlement,2020-09-02,Missouri
Andrew Chan,Kidnapping,2021-06-07,Massachusetts
Jennifer Moore,Drug Possession,2020-04-01,Nevada
James Clark,Grand Theft Auto,2019-06-05,Missouri
Amanda Odonnell,Arson,2019-12-10,Tennessee
Tom Keller,Fraud,2018-08-18,North Carolina
Justin Butler,Identity Theft,2020-08-23,Texas
Stacy Pearson,Homicide,2018-11-16,Nevada
Benjamin Green,Grand Theft Auto,2021-09-09,Alabama
Shawn Francis,Embezzlement,2022-12-30,Rhode Island
Bobby Dickerson,Embezzlement,2021-02-12,Pennsylvania
Christopher Curry,Drug Possession,2020-08-14,Wyoming
Evan Hogan,Arson,2021-03-24,Pennsylvania
Terry Johnson,Identity Theft,2018-12-24,Nebraska
Tara Horn,Embezzlement,2019-01-06,Louisiana
Michelle Gates,Robbery,2022-11-05,Illinois
Hannah Lane,Vandalism,2019-05-28,Washington
Sarah Davis,Assault,2021-09-23,Arizona
John Berry,Kidnapping,2018-09-06,Ohio
Jacqueline Phillips,Identity Theft,2022-07-17,Alabama
Levi Foster,Robbery,2021-12-05,South Dakota
Suzanne Dunn,Drug Possession,2022-11-24,Pennsylvania
Richard Robinson,Assault,2023-02-06,Ohio
Alison Peterson,Arson,2019-06-01,Missouri
Andrew Allen,Grand Theft Auto,2022-03-26,Illinois
Neil Andrews,Assault,2022-08-20,South Dakota
Theodore Hernandez,Grand Theft Auto,2019-09-24,Florida
Denise Roman,Vandalism,2021-08-19,Utah
Jordan Green,Fraud,2019-08-03,Nebraska
Scott Hayes,Robbery,2021-08-11,Virginia
Kyle Hudson,Homicide,2020-09-18,Illinois
Lauren Dickerson DVM,Robbery,2018-09-14,West Virginia
Kristopher Collins,Burglary,2019-10-19,Pennsylvania
Carlos Reilly,Fraud,2019-07-17,Oregon
Shawn Ball,Burglary,2023-06-02,Utah
Rachael Harper,Kidnapping,2018-09-18,Pennsylvania
Stephanie Carter,Burglary,2020-12-19,Georgia
David Park,Homicide,2023-03-21,Utah
Steven Moore,Drug Possession,2020-02-10,Arkansas
Nicholas Brady,Robbery,2021-02-16,Rhode Island
Scott Ramos,Homicide,2023-04-09,Washington
Ariana Davis,Drug Possession,2023-01-15,Alaska
Kevin Maldonado,Kidnapping,2023-06-04,Nebraska
Sean Gilbert,Identity Theft,2022-11-16,Washington
Christine Pena,Assault,2020-02-12,Delaware
Charles Lopez,Fraud,2023-05-19,Arkansas
Denise Cruz,Grand Theft Auto,2020-10-06,North Dakota
Mary Ramirez,Drug Possession,2022-03-22,Nevada
Kevin Wilson,Drug Possession,2021-01-04,Alaska
Matthew Mueller,Homicide,2018-12-05,South Dakota
Jenna Padilla,Assault,2022-07-21,Hawaii
Joanna Stevens,Embezzlement,2020-02-05,Washington
Gabrielle Fischer,Fraud,2018-08-05,Arizona
Shannon Davis,Robbery,2020-01-03,Nevada
Carol Smith,Embezzlement,2020-04-23,Virginia
Kyle Oliver,Grand Theft Auto,2022-06-22,Utah
Andrew Smith,Embezzlement,2022-01-24,Arkansas
Calvin Huber,Identity Theft,2022-10-30,Indiana
Carly Rogers,Embezzlement,2021-01-31,Georgia
Melinda Villegas,Assault,2021-02-21,Michigan
Jason Lee,Grand Theft Auto,2019-02-12,Michigan
Christopher Alexander,Forgery,2021-06-08,Minnesota
John Noble,Forgery,2021-03-24,Illinois
Michael Watson,Fraud,2020-10-14,Connecticut
Vincent Peters,Robbery,2023-04-01,California
Brittney Hernandez,Drug Possession,2021-07-18,South Carolina
Casey Gonzalez,Arson,2019-02-05,New Mexico
Bryan Brown,Drug Possession,2021-10-11,Arkansas
Mrs. Stephanie Hardy DVM,Kidnapping,2022-12-25,North Dakota
Mitchell Flores,Vandalism,2018-08-10,Washington
Kerri Long,Kidnapping,2022-07-07,Rhode Island
Tracey Howard,Arson,2021-08-06,Nevada
Megan Wilson,Robbery,2022-11-19,Tennessee
Jake Kirk,Embezzlement,2022-04-23,Tennessee
Stephanie Vasquez,Grand Theft Auto,2019-08-28,Washington
Dominique Jackson,Fraud,2022-01-04,Colorado
Joann Myers,Fraud,2022-06-21,Missouri
Sylvia Baldwin,Embezzlement,2019-07-05,Delaware
Mary Shepherd MD,Assault,2019-01-03,Utah
Mrs. Shari Reid DDS,Embezzlement,2021-09-24,Texas
Heather Pittman,Grand Theft Auto,2021-01-13,Florida
Scott Reid,Robbery,2019-09-26,Rhode Island
Corey Harris,Identity Theft,2023-06-06,California
Kyle Guzman,Burglary,2021-12-04,Idaho
Kent Ball,Identity Theft,2020-07-22,Texas
Bradley Ali,Fraud,2021-03-23,Indiana
David Rich,Embezzlement,2022-05-29,Oklahoma
Teresa Fields,Forgery,2020-05-15,Iowa
Michael Shepherd,Forgery,2022-01-09,Tennessee
Jeffrey Tyler,Fraud,2019-11-19,Minnesota
Dustin Roberson,Grand Theft Auto,2021-01-02,Utah
Alexandria Gonzalez,Grand Theft Auto,2021-09-25,Massachusetts
Valerie Boone,Arson,2021-08-07,Alaska
David Wilson,Grand Theft Auto,2022-08-18,Arizona
Ronald Villa,Arson,2023-05-27,Oklahoma
Vicki Brown,Robbery,2022-02-19,Montana
Daniel Osborne,Robbery,2023-03-18,Iowa
Katrina Dougherty,Assault,2021-08-25,West Virginia
Margaret Goodman,Drug Possession,2019-12-23,South Dakota
Derrick Charles,Arson,2021-04-09,California
Derrick Dixon,Forgery,2022-09-02,Nebraska
Matthew King,Vandalism,2019-05-31,New York
Michelle Wright,Assault,2018-12-30,Arkansas
Kimberly Mathis,Vandalism,2019-12-16,Iowa
Dr. Melissa Pugh PhD,Robbery,2020-09-13,New Mexico
Jenny Hill,Kidnapping,2023-01-27,Florida
Janet Curtis,Assault,2023-03-18,Montana
Brenda Le,Grand Theft Auto,2020-09-24,Pennsylvania
Erika Robinson,Vandalism,2023-02-07,South Dakota
Michael Lam,Forgery,2019-04-02,Arkansas
Amanda Wong,Kidnapping,2023-01-05,Iowa
Valerie Miranda,Fraud,2022-04-04,Oregon
Scott Hubbard,Vandalism,2019-04-21,South Carolina
Lisa Fuentes,Assault,2022-03-04,Massachusetts
Christine Guerra,Grand Theft Auto,2023-02-23,Michigan
John Torres,Arson,2023-03-08,Minnesota
Kathryn Smith,Vandalism,2021-10-18,Arkansas
Christopher Bird,Vandalism,2018-11-22,West Virginia
Christina Leach,Drug Possession,2022-07-25,Alabama
Teresa Dawson,Drug Possession,2019-08-06,Kentucky
Kimberly Owens,Arson,2020-11-18,West Virginia
Ashley Roberts,Arson,2020-07-15,Washington
Meagan White,Identity Theft,2020-04-15,New York
Eric Aguirre,Robbery,2022-02-25,Tennessee
Jason Pittman,Burglary,2020-04-14,Connecticut
